qa_id	id	content
24746	110748	你好,使用银联支付报错，提示“OH...出错了，再试试？[5101902]”
24747	110749	5102609.0
24748	110750	5131008
24748	110751	支付提示 无此交易权限 (5131008)
24749	110752	5131017.0
24750	110753	6000030.0
24751	110754	62银联卡有哪些好处啊
24752	110755	8100008.0
24753	110756	8100458.0
24754	110757	9100001.0
24755	110758	9100004
24755	110759	交易失败 11[9100004]
24755	110760	我这个边总是报9100004
24756	110761	9200003
24756	110762	9200004
24757	110763	95534
24757	110764	银联商务电话
24758	110765	5月10号我在ATM上取款，现金没有拿到，银行卡已扣账，该如何处理
24758	110766	<数字>月<数字>号我在ATM上取款，现金没有拿到，银行卡已扣账，该如何处理
24758	110767	<数字>月<数字>号我在ATM上取款，钞票没有拿到，银行卡已扣账，该如何处理
24758	110768	<数字>月<数字>号我在ATM上取款，钱没有拿到，银行卡已扣账，该如何处理
24758	110769	<数字>月<数字>号我在ATM上取现金，现金没有拿到，银行卡已扣账，该如何处理
24758	110770	<数字>月<数字>号我在ATM上取现金，钞票没有拿到，银行卡已扣账，该如何处理
24758	110771	<数字>月<数字>号我在ATM上取现金，钱没有拿到，银行卡已扣账，该如何处理
24758	110772	<数字>月<数字>号我在ATM上取现，现金没有拿到，银行卡已扣账，该如何处理
24758	110773	<数字>月<数字>号我在ATM上取现，钞票没有拿到，银行卡已扣账，该如何处理
24758	110774	<数字>月<数字>号我在ATM上取现，钱没有拿到，银行卡已扣账，该如何处理
24758	110775	<数字
24759	110776	ATM机能进行跨行转账吗？
24759	110777	ATM能否用不同银行卡转账。
24759	110778	ATM跨行转账如何操作？
24759	110779	什么银行支持跨行转账
24759	110780	我的卡可以ATM跨行转账吗
24759	110781	我能用ATM机给另外一个银行卡转钱吗？
24759	110782	跨行转账能到ATM操作吗？
24759	110783	跨行转账能在取款机上做吗
24759	110784	通过取款机跨行转账有哪些要求
24759	110785	通过取款机跨行转账需要开通吗
24760	110786	ATM机转账多久可以到
24760	110787	ATM机转账多久可以到账
24760	110788	ATM机转账多久能到
24760	110789	ATM机转账多久能到账
24760	110790	ATM机转账多长时间可以到
24760	110791	ATM机转账多长时间可以到账
24760	110792	ATM机转账多长时间能到
24760	110793	ATM机转账多长时间能到账
24760	110794	ATM终端转账多久可以到
24760	110795	ATM终端转账多久可以到账
24760	110796	ATM终端转账多久能到
24760	110797	ATM终端转账多久能到账
24760	110798	ATM终端转账多长时间可以到
24760	110799	ATM终端转账多长时间可以到账
24760	110800	ATM终端转账多长时间能到
24760	110801	ATM终端转账多长时间能到账
24760	110802	ATM转账为什么要24小时延迟到账？
24760	110803	ATM转账为什么要<数字>小时延迟入账？
24760	110804	ATM转账为什么需要<数字>小时延迟入账？
24760	110805	ATM转账为什么需要<数字>小时延迟到账？
24760	110806	ATM转账为何要<数字>小时延迟入账？
24760	110807	ATM转账为何要<数字>小时延迟到账？
24760	110808	ATM转账为何需要<数字>小时延迟入账？
24760	110809	ATM转账为何需要<数字>小时延迟到账？
24760	110810	ATM转账为啥要<数字>小时延迟入账？
24760	110811	ATM
24761	110812	APPLE PAY与 APP内购买项目有何区别？
24761	110813	APPLE PAY交易和在APP STORE里买东西的区别是什么？
24761	110814	我用APPLE PAY和在APP STORE里买东西不一样吗？
24762	110815	APPLE PAY与银联云闪付的关系？
24762	110816	APPLE PAY是云闪付吗？
24762	110817	银联云闪付包括APPLE PAY吗？
24763	110818	APPLE PAY交易失败了，为什么手机上还是显示这笔交易？
24763	110819	APPLE PAY交易失败，但是手机WALLET中仍然显示这笔交易
24764	110820	APPLE PAY交易如何退款？
24764	110821	APPLE PAY的交易怎么发起退款？
24764	110822	我是通过APPLE PAY交易的，可以退款吗？
24765	110823	APPLE PAY可以绑定附属卡吗
24765	110824	我的副卡能不能绑APPLE PAY
24766	110825	APPLE PAY在POS支付时需要开启WALLET吗？
24766	110826	在POS机上刷苹果手机需要把WALLET给打开吗？
24766	110827	在POS机上用APPLE PAY直接刷手机就可以了吗？用打开什么东西吗？
24767	110828	APPLE PAY如何在POS机操作？
24767	110829	怎么在刷卡机上刷苹果手机？
24767	110830	怎么用APPLE PAY刷卡消费？
24767	110831	苹果手机怎么在POS机上消费？
24768	110832	APPLE PAY可以网上交易吗？
24768	110833	APPLE PAY如何进行线上支付
24768	110834	APPLE PAY怎么网上交易
24769	110835	APPLE PAY已正常绑卡，但交易失败
24769	110836	我的卡能正常绑定APPLE PAY，为什么一交易就提示失败？
24770	110837	ATM机上能用苹果手机取款吗？
24770	110838	APPLE PAY是否可以支持ATM取款
24771	110839	APPLE PAY是否支持境外卡绑定？
24771	110840	我在境外办理的卡片是否可以绑定APPLE PAY？
24772	110841	APPLE PAY的POS机打单的卡号为什么与我的银行卡不一样？
24772	110842	我用APPLE PAY在POS机上消费，怎么小票上显示的卡号和我自己的卡号不一样啊？
24773	110843	APPLE PAY的实体卡已挂失，设备卡（云闪付卡）是否还需挂失？
24773	110844	我的卡丢了，已经联系银行挂失了实体卡了，APPLE PAY绑定的虚拟卡还需要挂失吗？
24773	110845	我绑定APPLE PAY的卡注销了，这张卡还能用APPLE PAY支付吗？
24774	110846	APPLE PAY的工作方式是什么？
24775	110847	APPLE PAY参加线上活动的时候,能直接在支付页面看到享受优惠没有吗?
24775	110848	APPLE PAY的线上支付时，无法在支付页面直接看到展示的优惠金额
24775	110849	APPLE PAY线上的活动不能直接看到有没有优惠吗?
24776	110850	APPLE PAY线上商户是否会保存交易记录？
24776	110851	我用APPLE PAY网上交易你们后台会记录我的交易信息吗？
24776	110852	用苹果支付网上支付的交易信息是不是会被保留？
24777	110853	APPLE PAY怎么保证网上交易的安全？
24777	110854	APPLE PAY线上支付是否安全？
24777	110855	通过APPLE PAY网上交易安全吗？
24778	110856	APPLE PAY绑定的虚拟卡支付在POS机上消费有限额吗？
24778	110857	APPLE PAY设备卡（云闪付卡）POS机支付限额
24779	110858	APPLE PAY交易退款了，钱退到那里？
24779	110859	APPLE PAY退款是退至哪张卡上？
24780	110860	APPLE手机送去维修（或退货）但没有删除或暂停卡
24780	110861	我的IPHONE坏了，送去修了，但是我忘记解绑APPLE PAY里的卡了，怎么办？
24781	110862	CVN2是什么意思
24782	110863	HCE云闪付卡的卡号在哪里有
24782	110864	HCE云闪付卡的卡号怎么看
24782	110865	HCE云闪付的默认卡设置步骤是什么
24782	110866	HCE能设置默认卡吗？
24782	110867	HCE虚拟卡的卡号怎么看
24782	110868	可以设置HCE云闪付的默认卡吗
24782	110869	如何修改HCE云闪付的默认卡
24782	110870	如何查询HCE云闪付卡的卡号？
24782	110871	如何设置HCE云闪付的默认卡？
24782	110872	查询HCE云闪付卡的卡号
24782	110873	设置HCE云闪付卡默认卡的操作步骤
24783	110874	HCE云闪付卡POS交易时需要点击进入银行APP吗？
24783	110875	HCE云闪付卡POS交易时需要点击进入银行客户端吗？
24783	110876	HCE云闪付卡POS交易时需要点击进入银行软件吗？
24783	110877	HCE云闪付卡POS机交易时需要点击进入银行APP吗？
24783	110878	HCE云闪付卡POS机交易时需要点击进入银行客户端吗？
24783	110879	HCE云闪付卡POS机交易时需要点击进入银行软件吗？
24783	110880	HCE云闪付卡刷卡机交易时需要点击进入银行APP吗？
24783	110881	HCE云闪付卡刷卡机交易时需要点击进入银行客户端吗？
24783	110882	HCE云闪付卡刷卡机交易时需要点击进入银行软件吗？
24783	110883	在POS上用银行APP申请的云闪付卡交易的时候，银行的APP需要点开吗？
24783	110884	在POS上用银行APP申请的云闪付卡交易的时候，银行的客户端需要点开吗？
24783	110885	在POS上用银行APP申请的云闪付卡交易的时候，银行的软件需要点开吗？
24783	110886	在POS上用银行客户端申请的云闪付卡交易的时候，银行的APP需要点开吗？
24783	110887	在POS上用银
24784	110888	HCE云闪付卡交易时手机需要上网吗？
24784	110889	HCE云闪付卡付款时手机需要上网吗？
24784	110890	HCE云闪付卡付钱时手机需要上网吗？
24784	110891	HCE云闪付卡支付时手机需要上网吗？
24784	110892	HCE云闪付卡缴费时手机需要上网吗？
24784	110893	通过银行APP办个的云闪付卡付款时候，手机必须要联网吗？
24784	110894	通过银行APP办个的云闪付卡付钱时候，手机必须要联网吗？
24784	110895	通过银行APP办个的云闪付卡支付时候，手机必须要联网吗？
24784	110896	通过银行APP办个的云闪付卡缴费时候，手机必须要联网吗？
24784	110897	通过银行APP开的云闪付卡付款时候，手机必须要联网吗？
24784	110898	通过银行APP开的云闪付卡付钱时候，手机必须要联网吗？
24784	110899	通过银行APP开的云闪付卡支付时候，手机必须要联网吗？
24784	110900	通过银行APP开的云闪付卡缴费时候，手机必须要联网吗？
24784	110901	通过银行APP开通一下的云闪付卡付款时候，手机必须要联网吗？
24784	110902	通过银行APP开通一下的云闪付卡付
24785	110903	HCE云闪付卡交易有最大限额吗？
24785	110904	HCE云闪付卡交易有最高限额吗？
24785	110905	HCE云闪付卡交易有限额吗？
24785	110906	HCE云闪付卡的最大额度是多少？
24785	110907	HCE云闪付卡的最高额度是多少？
24785	110908	HCE云闪付卡的额度是多少？
24785	110909	HCE云闪付在商店中支付的限额是多少？
24785	110910	HCE云闪付有限额吗
24785	110911	HCE云闪付的限额可以提高吗
24785	110912	HCE云闪付的限额是多少
24785	110913	HCE云闪付线下消费是否有限额？
24785	110914	招行卡HCE云闪付交易限额是多少
24785	110915	通过银行APP申请的手机云闪付虚拟卡的最大额度是多少？
24785	110916	通过银行APP申请的手机云闪付虚拟卡的最高额度是多少？
24785	110917	通过银行APP申请的手机云闪付虚拟卡的额度是多少？
24785	110918	银行APP申请的手机云闪付虚拟卡的最大额度是多少？
24785	110919	银行APP申请的手机云闪付虚拟卡的最高额度是多少？
24785	110920	银行APP申请的手机云闪付虚拟卡的额度是多少？
24786	110921	HCE云闪付参与线上支付活动时，多次支付不成功并出现系统报错“1000096”
24786	110922	用银行客户端申请的云闪付参加银联的网上活动一直提示10000096是什么意思？
24787	110923	HCE云闪付对应办个的借记卡有借贷记要求吗
24787	110924	HCE云闪付对应办个的储蓄卡有借贷记要求吗
24787	110925	HCE云闪付对应办个的卡有借贷记要求吗
24787	110926	HCE云闪付对应办个的实体卡有借贷记要求吗
24787	110927	HCE云闪付对应办个的银联卡有借贷记要求吗
24787	110928	HCE云闪付对应办个的银行卡有借贷记要求吗
24787	110929	HCE云闪付对应开的借记卡有借贷记要求吗
24787	110930	HCE云闪付对应开的储蓄卡有借贷记要求吗
24787	110931	HCE云闪付对应开的卡有借贷记要求吗
24787	110932	HCE云闪付对应开的实体卡有借贷记要求吗
24787	110933	HCE云闪付对应开的银联卡有借贷记要求吗
24787	110934	HCE云闪付对应开的银行卡有借贷记要求吗
24787	110935	HCE云闪付对应开通一下的借记卡有借贷记要求吗
24787	110936	HCE云闪付对应开通一下的储蓄卡有借贷记要求吗
24787	110937	HCE云闪付对应开通一下的卡有借贷记要求吗
24787	110938	HCE云闪付对应开通一下的实体卡有借贷记要求吗
24787	110939	HCE云闪付对应开通一下的银联卡有借贷记要求吗
24787	110940	HCE云闪
24788	110941	ATM上能用手机绑定的HCE云闪付卡取款吗？
24788	110942	ATM上能用手机绑定的HCE云闪付卡取现吗？
24788	110943	ATM上能用手机绑定的HCE云闪付卡取现金吗？
24788	110944	ATM上能用手机绑定的HCE云闪付卡取钱吗？
24788	110945	ATM上能用手机绑定的HCE云闪付卡提现吗？
24788	110946	ATM机上能用手机绑定的HCE云闪付卡取款吗？
24788	110947	ATM机上能用手机绑定的HCE云闪付卡取现吗？
24788	110948	ATM机上能用手机绑定的HCE云闪付卡取现金吗？
24788	110949	ATM机上能用手机绑定的HCE云闪付卡取钱吗？
24788	110950	ATM机上能用手机绑定的HCE云闪付卡提现吗？
24788	110951	ATM终端上能用手机绑定的HCE云闪付卡取款吗？
24788	110952	ATM终端上能用手机绑定的HCE云闪付卡取现吗？
24788	110953	ATM终端上能用手机绑定的HCE云闪付卡取现金吗？
24788	110954	ATM终端上能用手机绑定的HCE云闪付卡取钱吗？
24788	110955	ATM终端上能用手机绑定的HCE云闪付卡提现吗？
24788	110956	HCE云闪付是否可以支持ATM取款？
24788	110957	HCE云闪付是否可以支持ATM取现金？
24788	110958	HCE云闪付是否可
24789	110959	HCE云闪付线上付款具体如何使用
24789	110960	HCE云闪付线上付款具体如何用
24789	110961	HCE云闪付线上付款具体怎么使用
24789	110962	HCE云闪付线上付款具体怎么用
24789	110963	HCE云闪付线上付款具体怎样使用
24789	110964	HCE云闪付线上付款具体怎样用
24789	110965	HCE云闪付线上付钱具体如何使用
24789	110966	HCE云闪付线上付钱具体如何用
24789	110967	HCE云闪付线上付钱具体怎么使用
